"NewFile","Source","Kind","Dress","Caption"
"amanda_qsp_v2_0001.png","E:\PIc\15_amanda_qsp\amanda_clean_0001.png","core","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, close-up portrait, pouting expression, looking at viewer, soft studio background"
"amanda_qsp_v2_0002.png","E:\PIc\15_amanda_qsp\amanda_clean_0002.png","core","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body standing pose, feet visible, soft studio background"
"amanda_qsp_v2_0003.png","E:\PIc\15_amanda_qsp\amanda_clean_0003.png","core","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, close-up portrait, pouting expression, looking at viewer, soft studio background"
"amanda_qsp_v2_0004.png","E:\PIc\15_amanda_qsp\amanda_clean_0004.png","core","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, upper body portrait, surprised expression, looking at viewer, soft studio background"
"amanda_qsp_v2_0005.png","E:\PIc\15_amanda_qsp\amanda_clean_0005.png","core","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, upper body portrait, neutral expression, looking at viewer, soft studio background"
"amanda_qsp_v2_0006.png","E:\PIc\15_amanda_qsp\amanda_clean_0006.png","core","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, upper body portrait, playful expression, looking at viewer, soft studio background"
"amanda_qsp_v2_0007.png","E:\PIc\15_amanda_qsp\amanda_clean_0007.png","core","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body standing pose, relaxed posture, soft studio background"
"amanda_qsp_v2_0008.png","E:\PIc\15_amanda_qsp\amanda_clean_0008.png","core","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body standing pose, three-quarter view, soft studio background"
"amanda_qsp_v2_0009.png","E:\PIc\15_amanda_qsp\amanda_clean_0009.png","core","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, side profile portrait, looking left, soft studio background"
"amanda_qsp_v2_0010.png","E:\PIc\15_amanda_qsp\amanda_clean_0010.png","core","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, three-quarter portrait, looking to the side, soft studio background"
"amanda_qsp_v2_0011.png","E:\PIc\15_amanda_qsp\amanda_clean_0011.png","core","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, upper body portrait, gentle smile, looking at viewer, soft studio background"
"amanda_qsp_v2_0012.png","E:\PIc\15_amanda_qsp\amanda_clean_0012.png","core","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body back view, long hair visible, soft studio background"
"amanda_qsp_v2_0013.jpg","E:\PIc\15_amanda_qsp\amanda_clean_0013.jpg","core","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body standing near window, rustic room interior"
"amanda_qsp_v2_0014.png","E:\PIc\15_amanda_qsp\amanda_clean_0014.png","core","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, serving ale at a tavern table, rustic tavern interior"
"amanda_qsp_v2_0015.jpg","E:\PIc\15_amanda_qsp\amanda_clean_0015.jpg","core","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body standing pose, relaxed posture, soft studio background"
"amanda_qsp_v2_0016.jpg","E:\PIc\15_amanda_qsp\amanda_clean_0017.jpg","core","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body tavern waitress pose, standing in rustic tavern interior"
"amanda_qsp_v2_0017.png","E:\PIc\15_amanda_qsp\amanda_clean_0019.png","core","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, upper body portrait, warm smile, looking at viewer, soft studio background"
"amanda_qsp_v2_0018.png","E:\PIc\15_amanda_qsp\amanda_clean_0020.png","core","waitress","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, white blouse, brown medieval waitress skirt, apron, rustic tavern clothing, full body tavern waitress pose, white blouse and brown skirt, apron, studio background"
"amanda_qsp_v2_0019.png","E:\PIc\15_amanda_qsp\amanda_clean_0022.png","core","waitress","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, white blouse, brown medieval waitress skirt, apron, rustic tavern clothing, full body tavern waitress pose, hands folded, white blouse and brown skirt, apron, studio background"
"amanda_qsp_v2_0020.png","E:\PIc\15_amanda_qsp\amanda_clean_0023.png","core","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body standing pose, one hand near bodice, soft studio background"
"amanda_qsp_v2_0021.png","E:\PIc\15_amanda_qsp\amanda_clean_0024.png","core","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body standing pose, relaxed posture, soft studio background"
"amanda_qsp_v2_0022.png","E:\PIc\15_amanda_qsp\amanda_clean_0025.png","core","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body serving pose, holding tray in rustic tavern interior"
"amanda_qsp_v2_0023.png","E:\PIc\15_amanda_qsp\amanda_clean_0026.png","core","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body serving pose, holding tray of food, rustic tavern interior"
"amanda_qsp_v2_0024.png","E:\PIc\15_amanda_qsp\amanda_clean_0027.png","core","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body serving pose, holding tray of food, rustic tavern interior"
"amanda_qsp_v2_0025.png","E:\PIc\15_amanda_qsp\amanda_clean_0030.png","core","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, three-quarter upper body portrait, soft smile, looking at viewer, soft studio background"
"amanda_qsp_v2_0026.jpg","E:\PIc\15_amanda_qsp\amanda_clean_0031.jpg","core","pink","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, pink medieval overdress, cream blouse, apron, rustic tavern clothing, serving in tavern, pink overdress, holding tray, rustic tavern interior"
"amanda_qsp_v2_0027.jpg","E:\PIc\15_amanda_qsp\amanda_clean_0032.jpg","core","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body standing pose, relaxed posture, soft studio background"
"amanda_qsp_v2_0028.png","E:\PIc\15_amanda_qsp\amanda_clean_0033.png","core","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, upper body portrait, soft smile, looking at viewer, soft studio background"
"amanda_qsp_v2_0029.png","E:\PIc\15_amanda_qsp\amanda_clean_0034.png","core","brown","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, brown medieval tavern dress, cream blouse, rustic tavern clothing, full body standing in dark brown tavern dress, rustic tavern interior"
"amanda_qsp_v2_0030.png","E:\PIc\15_amanda_qsp\amanda_clean_0035.png","core","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body standing pose, relaxed posture, soft studio background"
"amanda_qsp_v2_0031.png","E:\PIc\15_amanda_qsp\amanda_clean_0036.png","core","waitress","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, white blouse, brown medieval waitress skirt, apron, rustic tavern clothing, full body tavern waitress pose, white blouse and brown skirt, apron, studio background"
"amanda_qsp_v2_0032.png","E:\PIc\15_amanda_qsp\amanda_clean_0037.png","core","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, three-quarter portrait, looking to the side, soft studio background"
"amanda_qsp_v2_0033.png","E:\PIc\15_amanda_qsp\amanda_clean_0040.png","core","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, upper body portrait, gentle smile, looking at viewer, soft studio background"
"amanda_qsp_v2_0034.png","E:\PIc\15_amanda_qsp\amanda_clean_0041.png","core","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, upper body portrait, neutral expression, looking at viewer, soft studio background"
"amanda_qsp_v2_0035.png","E:\PIc\15_amanda_qsp\amanda_clean_0042.png","core","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, upper body portrait, gentle smile, looking at viewer, soft studio background"
"amanda_qsp_v2_0036.png","E:\PIc\15_amanda_qsp\amanda_clean_0043.png","core","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, upper body portrait, bright smile, looking at viewer, soft studio background"
"amanda_qsp_v2_0037.png","E:\PIc\15_amanda_qsp\amanda_clean_0044.png","core","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body standing pose, relaxed posture, soft studio background"
"amanda_qsp_v2_0038.png","E:\PIc\15_amanda_qsp\amanda_clean_0045.png","core","brown","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, brown medieval tavern dress, cream blouse, rustic tavern clothing, upper body portrait, calm expression, looking at viewer, brown bodice over cream blouse"
"amanda_qsp_v2_0039.png","E:\PIc\15_amanda_qsp\amanda_clean_0046.png","core","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, three-quarter portrait, looking to the side, soft studio background"
"amanda_qsp_v2_0040.jpg","E:\PIc\Amanda_Lora\Новая папка\image (1).jpg","extra_full_body","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body standing pose in rustic tavern, hands folded, three-quarter view"
"amanda_qsp_v2_0041.jpg","E:\PIc\Amanda_Lora\Новая папка\image (10).jpg","extra_full_body","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body standing pose in rustic tavern, holding tray with mugs"
"amanda_qsp_v2_0042.jpg","E:\PIc\Amanda_Lora\Новая папка\image (11).jpg","extra_full_body","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body tavern serving pose, carrying mugs on tray"
"amanda_qsp_v2_0043.jpg","E:\PIc\Amanda_Lora\Новая папка\image (12).jpg","extra_full_body","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, serving food at tavern table, leaning slightly, rustic tavern interior"
"amanda_qsp_v2_0044.jpg","E:\PIc\Amanda_Lora\Новая папка\image (14).jpg","extra_full_body","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body surprised turn, rustic tavern interior"
"amanda_qsp_v2_0045.jpg","E:\PIc\Amanda_Lora\Новая папка\image (16).jpg","extra_full_body","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body standing pose in rustic tavern, relaxed posture"
"amanda_qsp_v2_0046.jpg","E:\PIc\Amanda_Lora\Новая папка\image (17).jpg","extra_full_body","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body back view in rustic tavern, long braid visible"
"amanda_qsp_v2_0047.jpg","E:\PIc\Amanda_Lora\Новая папка\image (18).jpg","extra_full_body","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body back view in rustic tavern, centered standing pose"
"amanda_qsp_v2_0048.jpg","E:\PIc\Amanda_Lora\Новая папка\image (19).jpg","extra_full_body","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, seated full body pose on wooden bench, rustic tavern interior"
"amanda_qsp_v2_0049.jpg","E:\PIc\Amanda_Lora\Новая папка\image (22).jpg","extra_full_body","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body standing pose in rustic tavern, holding hands together"
"amanda_qsp_v2_0050.jpg","E:\PIc\Amanda_Lora\Новая папка\image (23).jpg","extra_full_body","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body standing pose in rustic tavern, holding small mug"
"amanda_qsp_v2_0051.jpg","E:\PIc\Amanda_Lora\Новая папка\image (25).jpg","extra_full_body","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body side view standing in rustic tavern"
"amanda_qsp_v2_0052.jpg","E:\PIc\Amanda_Lora\Новая папка\image (26).jpg","extra_full_body","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body standing pose in rustic tavern, neutral expression"
"amanda_qsp_v2_0053.jpg","E:\PIc\Amanda_Lora\Новая папка\image (27).jpg","extra_full_body","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body standing pose in rustic tavern, neutral front view"
"amanda_qsp_v2_0054.jpg","E:\PIc\Amanda_Lora\Новая папка\image (28).jpg","extra_full_body","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body standing pose in rustic tavern, smiling expression"
"amanda_qsp_v2_0055.jpg","E:\PIc\Amanda_Lora\Новая папка\image (3).jpg","extra_full_body","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body three-quarter standing pose in rustic tavern"
"amanda_qsp_v2_0056.jpg","E:\PIc\Amanda_Lora\Новая папка\image (30).jpg","extra_full_body","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body standing pose, holding skirt, rustic tavern interior"
"amanda_qsp_v2_0057.jpg","E:\PIc\Amanda_Lora\Новая папка\image (35).jpg","extra_full_body","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body standing pose, arms crossed, serious expression, rustic tavern interior"
"amanda_qsp_v2_0058.jpg","E:\PIc\Amanda_Lora\Новая папка\image (36).jpg","extra_full_body","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body standing pose, hands raised near chest, worried expression, rustic tavern interior"
"amanda_qsp_v2_0059.jpg","E:\PIc\Amanda_Lora\Новая папка\image (39).jpg","extra_full_body","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body tavern serving pose, holding mugs, rustic tavern interior"
"amanda_qsp_v2_0060.jpg","E:\PIc\Amanda_Lora\Новая папка\image (4).jpg","extra_full_body","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body standing pose in rustic tavern, calm expression"
"amanda_qsp_v2_0061.jpg","E:\PIc\Amanda_Lora\Новая папка\image (40).jpg","extra_full_body","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, handing mugs to tavern customer, full body side view, rustic tavern interior"
"amanda_qsp_v2_0062.jpg","E:\PIc\Amanda_Lora\Новая папка\image (41).jpg","extra_full_body","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, seated tavern scene, serving food at wooden table, rustic tavern interior"
"amanda_qsp_v2_0063.jpg","E:\PIc\Amanda_Lora\Новая папка\image (43).jpg","extra_full_body","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body serving pose, holding tray, rustic tavern interior"
"amanda_qsp_v2_0064.jpg","E:\PIc\Amanda_Lora\Новая папка\image (45).jpg","extra_full_body","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body standing pose in rustic tavern, relaxed front view"
"amanda_qsp_v2_0065.jpg","E:\PIc\Amanda_Lora\Новая папка\image (49).jpg","extra_full_body","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body side standing pose in rustic tavern"
"amanda_qsp_v2_0066.jpg","E:\PIc\Amanda_Lora\Новая папка\image (52).jpg","extra_full_body","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body side view near stone wall, rustic tavern interior"
"amanda_qsp_v2_0067.jpg","E:\PIc\Amanda_Lora\Новая папка\image (6).jpg","extra_full_body","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body standing pose near stone wall, relaxed posture"
"amanda_qsp_v2_0068.jpg","E:\PIc\Amanda_Lora\Новая папка\image (7).jpg","extra_full_body","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body standing pose near stone wall, hand on waist"
"amanda_qsp_v2_0069.jpg","E:\PIc\Amanda_Lora\Новая папка\image (9).jpg","extra_full_body","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body standing pose near stone wall, gentle smile"
"amanda_qsp_v2_0070.jpg","E:\PIc\Amanda_Lora\Новая папка\image (20).jpg","extra_full_body","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, seated full body pose on wooden bench, relaxed posture, rustic tavern interior"
"amanda_qsp_v2_0071.jpg","E:\PIc\Amanda_Lora\Новая папка\image (24).jpg","extra_full_body","main","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body side standing pose near tavern table, rustic tavern interior"
